participant_id,task_id,concept,label,analogy
participant_67,P007_2,medical monitor,hospital room,"This is like laces can typically be associated with soles, but it’s also possible to associate laces with eyelets."
participant_67,P008_1,table and chair,conference room,"This is similar to how we can find flowers in both garden and green house, you can’t determine where it is if you see flowers."
participant_67,P009_1,fireplace,bedroom,This is like trees can seldom be found in beach.
participant_59,P003_1,window and curtain,bedroom,"This is like ball can typically be associated with soccer, but it’s also possible to associate ball with tennis."
participant_59,P004_1,toothbrush and towel,bathroom,This is like brocolli is definitely a sign of vegetables.
participant_59,P004_2,toilet,bathroom,This is like plants is definitely a sign of gardens.
participant_59,P007_2,medical monitor,hospital room,This is like planet is definitely a sign of solar system.
participant_59,P008_1,table and chair,conference room,"This is similar to how we can find car in both museum and garage, you can’t determine where it is if you see car."
participant_59,P009_1,fireplace,bedroom,"This is similar to how we can find book in both library and home, you can’t determine where it is if you see book."
participant_88,T001,chocolate and cream,low calorie,This is similar to how one cannot find fish in found on land.
participant_88,T002,beet and apple,high calorie,This is like bicycles can seldom be found in on the motorway.
participant_88,T006,chocolate and ice cream,high calorie,"This is like umbrellas can typically be associated with rain, but it’s also possible to associate umbrellas with garden furniture."
participant_88,T008_2,lemon,high calorie,This is similar to how colour is irrelevant for recognising a identifying a flower.
participant_88,T009_1,carrot,high calorie,This is like a puppy is definitely a sign of a young dog.
participant_88,T010_2,nuts,high calorie,This is similar to how one cannot find ice in in a fire.
